source,trial_number,trial_code,harvest_season,planting_date,planting_order,planting_month,treatment_type,treatment,rep,n_spray,sev,sev_class,yld,defoliation,audpc,tkw,first_after_planting,spray1,spray2,spray3,spray4,spray5,spray6,1_2,2_3,3_4,4_5,5_6
Beruski,13,PIR,2016,12/18/2015,3,Dec,Rainfall,DSV50,2,5,12.58,High,4315.6,NA,100.28,151,31,01/18/2016,02/11/2016,02/24/2016,03/09/2016,03/23/2016,NA,24,13,14,14,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,Rainfall,DSV50,3,5,12.17,High,4847.4,NA,101.76,149,31,01/18/2016,02/11/2016,02/24/2016,03/09/2016,03/23/2016,NA,24,13,14,14,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,Rainfall,DSV50,4,5,16.75,High,3417.6,NA,164.98,146,31,01/18/2016,02/11/2016,02/24/2016,03/09/2016,03/23/2016,NA,24,13,14,14,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,Growth stage,CAL,1,5,11.92,High,4350.5,NA,145.08,153,42,01/29/2016,02/14/2016,03/02/2016,03/16/2016,03/29/2016,NA,16,17,14,13,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,Growth stage,CAL,2,5,26.75,High,3629.1,NA,177.01,149,42,01/29/2016,02/14/2016,03/02/2016,03/16/2016,03/29/2016,NA,16,17,14,13,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,Growth stage,CAL,3,5,8.23,High,3775.5,NA,95.75,150,42,01/29/2016,02/14/2016,03/02/2016,03/16/2016,03/29/2016,NA,16,17,14,13,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,Growth stage,CAL,4,5,9.75,High,4340.1,NA,141.85,145,42,01/29/2016,02/14/2016,03/02/2016,03/16/2016,03/29/2016,NA,16,17,14,13,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,LWDxT,DVIP9,1,5,39.42,High,3937.6,NA,296.33,139,26,01/13/2016,02/02/2016,02/24/2016,03/09/2016,03/23/2016,NA,20,22,14,14,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,LWDxT,DVIP9,2,5,29.25,High,4168.2,NA,215.22,141,26,01/13/2016,02/02/2016,02/24/2016,03/09/2016,03/23/2016,NA,20,22,14,14,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,LWDxT,DVIP9,3,5,7.5,High,3694.3,NA,81.96,149,26,01/13/2016,02/02/2016,02/24/2016,03/09/2016,03/23/2016,NA,20,22,14,14,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,LWDxT,DVIP9,4,5,26.25,High,3332.8,NA,234.91,140,26,01/13/2016,02/02/2016,02/24/2016,03/09/2016,03/23/2016,NA,20,22,14,14,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,Rainfall,DSV80,1,0,77.92,High,3008.6,NA,852.18,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,Rainfall,DSV80,2,0,95,High,2653,NA,1106.13,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,Rainfall,DSV80,3,0,100,High,2695.6,NA,1162.93,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,Rainfall,DSV80,4,0,100,High,2424,NA,1161.01,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,None,UNT,1,0,80.42,High,2355.4,NA,1112.19,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,None,UNT,2,0,100,High,2664.9,NA,1190.86,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,None,UNT,3,0,100,High,2267.3,NA,1115.62,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,13,PIR,2016,12/18/2015,3,Dec,None,UNT,4,0,100,High,2735.3,NA,1160.65,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Growth stage,CAL,1,4,36.82,High,2836.4,NA,212.3,113,42,03/02/2016,03/16/2016,03/29/2016,04/12/2016,NA,NA,14,13,14,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Growth stage,CAL,2,4,39.92,High,2084,NA,254,105,42,03/02/2016,03/16/2016,03/29/2016,04/12/2016,NA,NA,14,13,14,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Growth stage,CAL,3,4,37.42,High,1976,NA,235.1,133,42,03/02/2016,03/16/2016,03/29/2016,04/12/2016,NA,NA,14,13,14,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Growth stage,CAL,4,4,38.27,High,2039.9,NA,238.6,120,42,03/02/2016,03/16/2016,03/29/2016,04/12/2016,NA,NA,14,13,14,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Rainfall,DSV50,1,1,38.5,High,2849.8,NA,327.2,126,56,03/16/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Rainfall,DSV50,2,1,39,High,2489.2,NA,362.1,122,56,03/16/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Rainfall,DSV50,3,1,38.71,High,2313.3,NA,374.3,112,56,03/16/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Rainfall,DSV50,4,1,39.5,High,2096,NA,352.5,126,56,03/16/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,LWDxT,DVIP9,1,3,69.42,High,1721.8,NA,404.4,100,42,03/02/2016,03/16/2016,03/29/2016,NA,NA,NA,14,13,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,LWDxT,DVIP9,2,3,39.17,High,2315.4,NA,247.7,115,42,03/02/2016,03/16/2016,03/29/2016,NA,NA,NA,14,13,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,LWDxT,DVIP9,3,3,36.28,High,1923.6,NA,227.1,127,42,03/02/2016,03/16/2016,03/29/2016,NA,NA,NA,14,13,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,LWDxT,DVIP9,4,3,38.83,High,1490.2,NA,242.3,110,42,03/02/2016,03/16/2016,03/29/2016,NA,NA,NA,14,13,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,LWDxT,DVIP6,1,3,35.24,High,2476.7,NA,200.3,119,42,03/02/2016,03/16/2016,03/29/2016,NA,NA,NA,14,13,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,LWDxT,DVIP6,2,3,5.33,High,2196,NA,44.5,101,42,03/02/2016,03/16/2016,03/29/2016,NA,NA,NA,14,13,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,LWDxT,DVIP6,3,3,38.08,High,2448.9,NA,226.1,124,42,03/02/2016,03/16/2016,03/29/2016,NA,NA,NA,14,13,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,LWDxT,DVIP6,4,3,37.67,High,2553.9,NA,225.5,127,42,03/02/2016,03/16/2016,03/29/2016,NA,NA,NA,14,13,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Rainfall,DSV80,1,0,100,High,1747.8,NA,760.7,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Rainfall,DSV80,2,0,82.5,High,1578.1,NA,763.4,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Rainfall,DSV80,3,0,100,High,1660.9,NA,753.1,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,Rainfall,DSV80,4,0,100,High,1418.4,NA,780.7,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,None,UNT,1,0,100,High,1528.4,NA,759,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,None,UNT,2,0,100,High,2037.5,NA,799.3,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,None,UNT,3,0,100,High,1941.7,NA,726.7,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,14,PIR,2016,1/20/2016,4,Jan,None,UNT,4,0,100,High,1975.3,NA,835.4,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,LWDxT,DVIP9,1,4,33.89,High,3555.6,NA,484.56,178,65,12/20/2014,01/08/2015,01/24/2015,02/21/2015,NA,NA,19,16,28,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,LWDxT,DVIP9,2,4,57.22,High,2629.6,NA,704.62,166,65,12/20/2014,01/08/2015,01/24/2015,02/21/2015,NA,NA,19,16,28,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,LWDxT,DVIP9,3,4,24.89,High,2666.7,NA,494.37,165,65,12/20/2014,01/08/2015,01/24/2015,02/21/2015,NA,NA,19,16,28,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,LWDxT,DVIP9,4,4,35,High,2518.5,NA,675.08,173,65,12/20/2014,01/08/2015,01/24/2015,02/21/2015,NA,NA,19,16,28,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Rainfall,DSV50,1,5,43.11,High,3000,NA,666.3,174,65,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,NA,19,16,17,16,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Rainfall,DSV50,2,5,16.67,High,1851.9,NA,718.8,162,65,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,NA,19,16,17,16,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Rainfall,DSV50,3,5,33.44,High,3037,NA,521.92,157,65,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,NA,19,16,17,16,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Rainfall,DSV50,4,5,38.33,High,1981.5,NA,693.38,165,65,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,NA,19,16,17,16,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Growth stage,CAL,1,5,15.11,High,3296.3,NA,951.99,171,65,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,NA,19,16,17,16,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Growth stage,CAL,2,5,32,High,2963,NA,760.87,187,65,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,NA,19,16,17,16,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Growth stage,CAL,3,5,41.44,High,2833.3,NA,457.49,174,65,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,NA,19,16,17,16,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Growth stage,CAL,4,5,42.78,High,2222.2,NA,596.74,162,65,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,NA,19,16,17,16,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,LWDxT,DVIP6,1,6,37.89,High,2351.9,NA,467.08,170,48,12/03/2014,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,17,19,16,17,16
Beruski,15,PG,2015,10/16/2014,1,Oct,LWDxT,DVIP6,2,6,34.56,High,3148.1,NA,430.7,175,48,12/03/2014,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,17,19,16,17,16
Beruski,15,PG,2015,10/16/2014,1,Oct,LWDxT,DVIP6,3,6,49.67,High,4000,NA,614.69,180,48,12/03/2014,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,17,19,16,17,16
Beruski,15,PG,2015,10/16/2014,1,Oct,LWDxT,DVIP6,4,6,42.22,High,3703.7,NA,667.7,177,48,12/03/2014,12/20/2014,01/08/2015,01/24/2015,02/10/2015,02/26/2015,17,19,16,17,16
Beruski,15,PG,2015,10/16/2014,1,Oct,Rainfall,DSV80,1,3,21.89,High,1666.7,NA,563.61,170,84,01/08/2015,01/24/2015,02/21/2015,NA,NA,NA,16,28,NA,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Rainfall,DSV80,2,3,38.33,High,2222.2,NA,679.97,165,84,01/08/2015,01/24/2015,02/21/2015,NA,NA,NA,16,28,NA,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Rainfall,DSV80,3,3,28.11,High,1963,NA,630.24,173,84,01/08/2015,01/24/2015,02/21/2015,NA,NA,NA,16,28,NA,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,Rainfall,DSV80,4,3,23.67,High,1851.9,NA,594.22,140,84,01/08/2015,01/24/2015,02/21/2015,NA,NA,NA,16,28,NA,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,None,UNT,1,0,57.22,High,2888.9,NA,1223.64,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,None,UNT,2,0,64.78,High,2611.1,NA,1652.66,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,None,UNT,3,0,73.56,High,2222.2,NA,1984.23,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,15,PG,2015,10/16/2014,1,Oct,None,UNT,4,0,71.78,High,1203.7,NA,1846.46,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,LWDxT,DVIP9,1,6,7.23,Low,2435.2,NA,396.81,170,33,12/14/2014,12/29/2014,01/15/2015,02/07/2015,02/21/2015,03/09/2015,15,17,23,14,16
Beruski,16,PG,2015,11/11/2014,2,Nov,LWDxT,DVIP9,2,6,8.61,Low,2398.1,NA,369.08,182,33,12/14/2014,12/29/2014,01/15/2015,02/07/2015,02/21/2015,03/09/2015,15,17,23,14,16
Beruski,16,PG,2015,11/11/2014,2,Nov,LWDxT,DVIP9,3,6,5.27,Low,2287,NA,422.33,177,33,12/14/2014,12/29/2014,01/15/2015,02/07/2015,02/21/2015,03/09/2015,15,17,23,14,16
Beruski,16,PG,2015,11/11/2014,2,Nov,LWDxT,DVIP9,4,6,11.11,Low,2740.7,NA,439.88,173,33,12/14/2014,12/29/2014,01/15/2015,02/07/2015,02/21/2015,03/09/2015,15,17,23,14,16
Beruski,16,PG,2015,11/11/2014,2,Nov,LWDxT,DVIP6,1,6,7.06,Low,3240.7,NA,135.49,181,31,12/12/2014,12/26/2014,01/15/2015,02/07/2015,02/21/2015,03/09/2015,14,20,23,14,16
Beruski,16,PG,2015,11/11/2014,2,Nov,LWDxT,DVIP6,2,6,7.56,Low,3185.2,NA,124.48,177,31,12/12/2014,12/26/2014,01/15/2015,02/07/2015,02/21/2015,03/09/2015,14,20,23,14,16
Beruski,16,PG,2015,11/11/2014,2,Nov,LWDxT,DVIP6,3,6,8.11,Low,2777.8,NA,111.48,190,31,12/12/2014,12/26/2014,01/15/2015,02/07/2015,02/21/2015,03/09/2015,14,20,23,14,16
Beruski,16,PG,2015,11/11/2014,2,Nov,LWDxT,DVIP6,4,6,6.22,Low,4055.6,NA,218.68,170,31,12/12/2014,12/26/2014,01/15/2015,02/07/2015,02/21/2015,03/09/2015,14,20,23,14,16
Beruski,16,PG,2015,11/11/2014,2,Nov,Rainfall,DSV50,1,5,7.11,Low,2601.9,NA,147.17,171,45,12/26/2014,01/15/2015,01/31/2015,02/21/2015,03/09/2015,NA,20,16,21,16,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Rainfall,DSV50,2,5,11.11,Low,2222.2,NA,328.13,168,45,12/26/2014,01/15/2015,01/31/2015,02/21/2015,03/09/2015,NA,20,16,21,16,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Rainfall,DSV50,3,5,11.67,Low,2222.2,NA,349.44,155,45,12/26/2014,01/15/2015,01/31/2015,02/21/2015,03/09/2015,NA,20,16,21,16,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Rainfall,DSV50,4,5,17,Low,2861.1,NA,480.99,156,45,12/26/2014,01/15/2015,01/31/2015,02/21/2015,03/09/2015,NA,20,16,21,16,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Rainfall,DSV80,1,4,5.9,Low,3351.9,NA,84.57,164,65,01/15/2015,01/31/2015,02/21/2015,03/09/2015,NA,NA,16,21,16,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Rainfall,DSV80,2,4,14.44,Low,2000,NA,224.44,183,65,01/15/2015,01/31/2015,02/21/2015,03/09/2015,NA,NA,16,21,16,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Rainfall,DSV80,3,4,5.26,Low,2268.5,NA,150.48,179,65,01/15/2015,01/31/2015,02/21/2015,03/09/2015,NA,NA,16,21,16,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Rainfall,DSV80,4,4,3.74,Low,3111.1,NA,367.78,194,65,01/15/2015,01/31/2015,02/21/2015,03/09/2015,NA,NA,16,21,16,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Growth stage,CAL,1,4,12.89,Low,2713,NA,817.28,180,67,01/17/2015,01/31/2015,02/14/2015,02/28/2015,NA,NA,14,14,14,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Growth stage,CAL,2,4,3.4,Low,3120.4,NA,230.58,177,67,01/17/2015,01/31/2015,02/14/2015,02/28/2015,NA,NA,14,14,14,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Growth stage,CAL,3,4,13.22,Low,3824.1,NA,385.19,176,67,01/17/2015,01/31/2015,02/14/2015,02/28/2015,NA,NA,14,14,14,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,Growth stage,CAL,4,4,8.67,Low,3851.9,NA,473.94,173,67,01/17/2015,01/31/2015,02/14/2015,02/28/2015,NA,NA,14,14,14,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,None,UNT,1,0,25.44,Low,1463,NA,655.11,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,None,UNT,2,0,20.89,Low,1268.5,NA,416.66,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,None,UNT,3,0,16.22,Low,1611.1,NA,558.83,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,16,PG,2015,11/11/2014,2,Nov,None,UNT,4,0,11.78,Low,1324.1,NA,591.19,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,LWDxT,DVIP6,1,4,21.67,High,4074.1,NA,433.67,153,32,01/19/2015,02/10/2015,02/25/2015,03/09/2015,NA,NA,22,15,12,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,LWDxT,DVIP6,2,4,30.67,High,5314.8,NA,320.06,140,32,01/19/2015,02/10/2015,02/25/2015,03/09/2015,NA,NA,22,15,12,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,LWDxT,DVIP6,3,4,31.22,High,5055.6,NA,448.26,149,32,01/19/2015,02/10/2015,02/25/2015,03/09/2015,NA,NA,22,15,12,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,LWDxT,DVIP6,4,4,44,High,4351.9,NA,540.24,159,32,01/19/2015,02/10/2015,02/25/2015,03/09/2015,NA,NA,22,15,12,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Growth stage,CAL,1,4,41.67,High,2592.6,NA,743.64,141,65,02/21/2015,03/09/2015,03/27/2015,04/07/2015,NA,NA,16,18,11,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Growth stage,CAL,2,4,51.44,High,4055.6,NA,805.54,127,65,02/21/2015,03/09/2015,03/27/2015,04/07/2015,NA,NA,16,18,11,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Growth stage,CAL,3,4,46.33,High,2500,NA,489.58,140,65,02/21/2015,03/09/2015,03/27/2015,04/07/2015,NA,NA,16,18,11,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Growth stage,CAL,4,4,53.89,High,2907.4,NA,650.72,137,65,02/21/2015,03/09/2015,03/27/2015,04/07/2015,NA,NA,16,18,11,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Rainfall,DSV50,1,3,12.78,High,3777.8,NA,378.89,127,65,02/21/2015,03/09/2015,03/27/2015,NA,NA,NA,16,18,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Rainfall,DSV50,2,3,18.33,High,3185.2,NA,327.16,133,65,02/21/2015,03/09/2015,03/27/2015,NA,NA,NA,16,18,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Rainfall,DSV50,3,3,13.11,High,3333.3,NA,491.24,140,65,02/21/2015,03/09/2015,03/27/2015,NA,NA,NA,16,18,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Rainfall,DSV50,4,3,19,High,3518.5,NA,491.41,140,65,02/21/2015,03/09/2015,03/27/2015,NA,NA,NA,16,18,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,LWDxT,DVIP9,1,3,9.56,High,4592.6,NA,458.02,141,32,01/19/2015,02/21/2015,03/27/2015,NA,NA,NA,33,34,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,LWDxT,DVIP9,2,3,21.78,High,3333.3,NA,330.97,146,32,01/19/2015,02/21/2015,03/27/2015,NA,NA,NA,33,34,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,LWDxT,DVIP9,3,3,17.78,High,4018.5,NA,285.41,149,32,01/19/2015,02/21/2015,03/27/2015,NA,NA,NA,33,34,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,LWDxT,DVIP9,4,3,18.44,High,5185.2,NA,332.22,135,32,01/19/2015,02/21/2015,03/27/2015,NA,NA,NA,33,34,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,None,UNT,1,0,62.78,High,1648.1,NA,1020.48,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,None,UNT,2,0,63.89,High,925.9,NA,977.92,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,None,UNT,3,0,69.44,High,1277.8,NA,999.58,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,None,UNT,4,0,88.89,High,1000,NA,1296.72,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Rainfall,DSV80,1,0,51.56,High,1851.9,NA,766.97,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Rainfall,DSV80,2,0,46.72,High,2037,NA,524.43,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Rainfall,DSV80,3,0,45.56,High,1759.3,NA,632.57,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,17,PG,2015,12/18/2014,3,Dec,Rainfall,DSV80,4,0,50.89,High,1555.6,NA,767.87,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,Rainfall,DSV50,1,1,50.56,High,899,NA,779.07,131,71,03/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,Rainfall,DSV50,2,1,70,High,879.6,NA,801.02,151,71,03/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,Rainfall,DSV50,3,1,67.44,High,850,NA,919.49,140,71,03/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,Rainfall,DSV50,4,1,65.67,High,1372.8,NA,965.38,138,71,03/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,Growth stage,CAL,1,3,48.61,High,1200,NA,1194.26,141,53,03/09/2015,03/27/2015,04/11/2015,NA,NA,NA,18,15,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,Growth stage,CAL,2,3,43,High,1070.4,NA,1080.76,152,53,03/09/2015,03/27/2015,04/11/2015,NA,NA,NA,18,15,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,Growth stage,CAL,3,3,67.5,High,1100,NA,1173.13,143,53,03/09/2015,03/27/2015,04/11/2015,NA,NA,NA,18,15,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,Growth stage,CAL,4,3,53.61,High,1237.8,NA,1162.41,145,53,03/09/2015,03/27/2015,04/11/2015,NA,NA,NA,18,15,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,LWDxT,DVIP9,1,2,23.22,High,1436.7,NA,537.2,148,55,03/11/2015,03/28/2015,NA,NA,NA,NA,17,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,LWDxT,DVIP9,2,2,31.44,High,2609.3,NA,478.22,140,55,03/11/2015,03/28/2015,NA,NA,NA,NA,17,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,LWDxT,DVIP9,3,2,43.81,High,2051.9,NA,496.87,148,55,03/11/2015,03/28/2015,NA,NA,NA,NA,17,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,LWDxT,DVIP9,4,2,48.11,High,2095,NA,691.38,149,55,03/11/2015,03/28/2015,NA,NA,NA,NA,17,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,LWDxT,DVIP6,1,2,36.78,High,2006.3,NA,465.81,135,53,03/09/2015,03/28/2015,NA,NA,NA,NA,19,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,LWDxT,DVIP6,2,2,24.78,High,3221.1,NA,247.04,88,53,03/09/2015,03/28/2015,NA,NA,NA,NA,19,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,LWDxT,DVIP6,3,2,27.67,High,2712.2,NA,502.11,143,53,03/09/2015,03/28/2015,NA,NA,NA,NA,19,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,LWDxT,DVIP6,4,2,30,High,2336.3,NA,394.64,148,53,03/09/2015,03/28/2015,NA,NA,NA,NA,19,NA,NA,NA,NA
Beruski,18,PG,2015,1/15/2015,4,Jan,None,UNT,1,0,73.89,High,500,NA,2012.23,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
